game_id,round_id,team1_score,team2_score,team1_round_score,team2_round_score,seat_position,is_dealer,partner_is_dealer,trump_suit,trump_maker,suit_lead,card_to_evaluate,win_probability,card_to_play_encoded,is_trump_card,hand_card_0,hand_card_1,hand_card_2,hand_card_3,hand_card_4,known_card_0,known_card_1,known_card_2,known_card_3,known_card_4,known_card_5,known_card_6,known_card_7,known_card_8,known_card_9,known_card_10,known_card_11,known_card_12,known_card_13,known_card_14,known_card_15,known_card_16,known_card_17
0,4,0,0,2,1,2,0,0,3,0,1,17,0.0,0,1,3,17,-1,-1,-1,79,35,103,65,50,81,30,100,76,32,101,46,-1,-1,-1,-1,-1,-1
0,5,0,0,2,2,3,0,0,3,0,0,17,0.0,1,1,17,-1,-1,-1,-1,79,35,103,65,50,81,30,100,76,32,101,46,115,66,71,29,-1,-1
0,1,8,4,0,0,2,0,0,0,3,3,14,0.16,1,1,14,16,96,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,8,4,0,0,2,0,0,0,3,3,16,0.32,0,0,14,16,96,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,8,4,0,0,2,0,0,0,3,3,96,0.48,0,0,14,16,96,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,8,4,0,0,2,0,0,0,3,3,5,0.4,0,0,14,16,96,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,8,4,0,0,2,0,0,0,3,3,7,0.4,0,0,14,16,96,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,1,0,0,0,0,0,3,4,16,0.08,0,0,16,96,5,7,-1,113,46,82,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,1,0,0,0,0,0,3,4,96,0.16,0,0,16,96,5,7,-1,113,46,82,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,1,0,0,0,0,0,3,4,5,0.16,0,0,16,96,5,7,-1,113,46,82,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,1,0,0,0,0,0,3,4,7,0.08,1,0,16,96,5,7,-1,113,46,82,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,2,0,2,0,0,0,3,2,16,0.0,1,0,16,96,5,-1,-1,113,46,82,42,75,31,102,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,2,0,2,0,0,0,3,2,96,0.0,0,0,16,96,5,-1,-1,113,46,82,42,75,31,102,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,2,0,2,0,0,0,3,2,5,0.04,0,0,16,96,5,-1,-1,113,46,82,42,75,31,102,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,4,1,0,3,0,2,0,0,0,3,2,96,0.0,1,0,96,5,-1,-1,-1,113,46,82,42,75,31,102,67,108,48,84,40,-1,-1,-1,-1,-1,-1
0,4,1,0,3,0,2,0,0,0,3,2,5,0.0,0,0,96,5,-1,-1,-1,113,46,82,42,75,31,102,67,108,48,84,40,-1,-1,-1,-1,-1,-1
0,5,1,0,4,0,0,0,0,0,3,4,5,0.0,1,0,5,-1,-1,-1,-1,113,46,82,42,75,31,102,67,108,48,84,40,104,53,92,35,-1,-1
0,1,9,4,0,0,1,0,1,1,3,2,7,0.24,0,1,7,18,5,94,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,9,4,0,0,1,0,1,1,3,2,18,0.24,0,0,7,18,5,94,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,9,4,0,0,1,0,1,1,3,2,5,0.36,0,0,7,18,5,94,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,9,4,0,0,1,0,1,1,3,2,94,0.4,0,0,7,18,5,94,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,9,4,0,0,1,0,1,1,3,2,4,0.32,1,0,7,18,5,94,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,1,0,1,1,3,0,7,0.24,0,1,7,18,5,94,-1,64,72,44,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,1,0,1,1,3,0,18,0.28,1,0,7,18,5,94,-1,64,72,44,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,1,0,1,1,3,0,5,0.32,0,0,7,18,5,94,-1,64,72,44,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,1,0,1,1,3,0,94,0.2,0,0,7,18,5,94,-1,64,72,44,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,0,2,3,0,1,1,3,3,7,0.0,0,1,7,5,94,-1,-1,64,72,44,104,46,86,31,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,0,2,3,0,1,1,3,3,5,0.08,1,0,7,5,94,-1,-1,64,72,44,104,46,86,31,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,0,2,3,0,1,1,3,3,94,0.04,0,0,7,5,94,-1,-1,64,72,44,104,46,86,31,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,4,0,2,0,3,1,0,1,1,3,0,7,0.0,0,1,7,94,-1,-1,-1,64,72,44,104,46,86,31,102,29,109,67,73,-1,-1,-1,-1,-1,-1
0,4,0,2,0,3,1,0,1,1,3,0,94,0.0,1,0,7,94,-1,-1,-1,64,72,44,104,46,86,31,102,29,109,67,73,-1,-1,-1,-1,-1,-1
0,5,0,2,0,4,3,0,1,1,3,3,7,0.0,1,1,7,-1,-1,-1,-1,64,72,44,104,46,86,31,102,29,109,67,73,58,90,35,106,-1,-1
0,1,9,6,0,0,0,0,0,1,0,4,97,0.2,0,0,97,21,95,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,9,6,0,0,0,0,0,1,0,4,21,0.28,0,0,97,21,95,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,9,6,0,0,0,0,0,1,0,4,95,0.6,0,1,97,21,95,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,9,6,0,0,0,0,0,1,0,4,17,0.32,0,0,97,21,95,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,9,6,0,0,0,0,0,1,0,4,18,0.28,1,0,97,21,95,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,1,0,0,1,0,1,97,0.28,0,0,97,21,95,17,-1,86,26,98,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,1,0,0,1,0,1,21,0.28,0,0,97,21,95,17,-1,86,26,98,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,1,0,0,1,0,1,95,0.4,1,1,97,21,95,17,-1,86,26,98,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,1,0,0,1,0,1,17,0.12,0,0,97,21,95,17,-1,86,26,98,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,0,2,1,0,0,1,0,0,97,0.08,0,0,97,21,17,-1,-1,86,26,98,54,59,91,39,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,0,2,1,0,0,1,0,0,21,0.04,0,0,97,21,17,-1,-1,86,26,98,54,59,91,39,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,0,2,1,0,0,1,0,0,17,0.08,1,0,97,21,17,-1,-1,86,26,98,54,59,91,39,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,4,0,1,0,3,1,0,0,1,0,3,97,0.0,0,0,97,21,-1,-1,-1,86,26,98,54,59,91,39,118,58,85,29,120,-1,-1,-1,-1,-1,-1
0,4,0,1,0,3,1,0,0,1,0,3,21,0.0,1,0,97,21,-1,-1,-1,86,26,98,54,59,91,39,118,58,85,29,120,-1,-1,-1,-1,-1,-1
0,5,0,1,0,4,3,0,0,1,0,2,97,0.0,1,0,97,-1,-1,-1,-1,86,26,98,54,59,91,39,118,58,85,29,120,49,89,33,116,-1,-1
0,1,9,8,0,0,3,1,1,2,1,3,94,0.16,0,0,94,9,10,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,9,8,0,0,3,1,1,2,1,3,9,0.28,1,0,94,9,10,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,9,8,0,0,3,1,1,2,1,3,10,0.28,0,0,94,9,10,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,9,8,0,0,3,1,1,2,1,3,12,0.44,0,1,94,9,10,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
